6600	13200	74250
1	2457
1	2996
1	3166
1	3371
1	5823
1	6045
1	6147
1	6309
1	6584
1	8720
2	2458
2	2997
2	3167
2	3372
2	5824
2	6046
2	6148
2	6310
2	6585
2	8721
3	2459
3	2998
3	3168
3	3373
3	5825
3	6047
3	6149
3	6311
3	6586
3	8722
4	2460
4	2999
4	3169
4	3374
4	5826
4	6048
4	6150
4	6312
4	6587
4	8723
5	2461
5	3000
5	3170
5	3375
5	5827
5	6049
5	6151
5	6313
5	6588
5	8724
6	2462
6	3001
6	3171
6	3376
6	5828
6	6050
6	6152
6	6314
6	6589
6	8725
7	2463
7	3002
7	3172
7	3377
7	5829
7	6051
7	6153
7	6315
7	6590
7	8726
8	2464
8	3003
8	3173
8	3378
8	5830
8	6052
8	6154
8	6316
8	6591
8	8727
9	2465
9	3004
9	3174
9	3379
9	5831
9	6053
9	6155
9	6317
9	6592
9	8728
10	2466
10	3005
10	3175
10	3380
10	5832
10	6054
10	6156
10	6318
10	6593
10	8729
11	2467
11	3006
11	3176
11	3381
11	5833
11	6055
11	6157
11	6319
11	6594
11	8730
12	2468
12	3007
12	3177
12	3382
12	5834
12	6056
12	6158
12	6320
12	6595
12	8731
13	2469
13	3008
13	3178
13	3383
13	5835
13	6057
13	6159
13	6321
13	6596
13	8732
14	2470
14	3009
14	3179
14	3384
14	5836
14	6058
14	6160
14	6322
14	6597
14	8733
15	2471
15	3010
15	3180
15	3385
15	5837
15	6059
15	6161
15	6323
15	6598
15	8734
16	2472
16	3011
16	3181
16	3386
16	5838
16	6060
16	6162
16	6324
16	6599
16	8735
17	2473
17	3012
17	3182
17	3387
17	5839
17	6061
17	6163
17	6325
17	6600
17	8736
18	2474
18	3013
18	3183
18	3388
18	5840
18	6062
18	6164
18	6326
18	6436
18	8737
19	2475
19	3014
19	3184
19	3389
19	5841
19	6063
19	6165
19	6327
19	6437
19	8738
20	2311
20	3015
20	3185
20	3390
20	5842
20	6064
20	6166
20	6328
20	6438
20	8739
21	2312
21	3016
21	3186
21	3391
21	5843
21	6065
21	6167
21	6329
21	6439
21	8740
22	2313
22	3017
22	3187
22	3392
22	5844
22	6066
22	6168
22	6330
22	6440
22	8741
23	2314
23	3018
23	3188
23	3393
23	5845
23	6067
23	6169
23	6331
23	6441
23	8742
24	2315
24	3019
24	3189
24	3394
24	5846
24	6068
24	6170
24	6332
24	6442
24	8743
25	2316
25	3020
25	3190
25	3395
25	5847
25	6069
25	6171
25	6333
25	6443
25	8744
26	2317
26	3021
26	3191
26	3396
26	5848
26	6070
26	6172
26	6334
26	6444
26	8745
27	2318
27	3022
27	3192
27	3397
27	5849
27	6071
27	6173
27	6335
27	6445
27	8581
28	2319
28	3023
28	3193
28	3398
28	5850
28	6072
28	6174
28	6336
28	6446
28	8582
29	2320
29	3024
29	3194
29	3399
29	5851
29	6073
29	6175
29	6337
29	6447
29	8583
30	2321
30	3025
30	3195
30	3400
30	5852
30	6074
30	6176
30	6338
30	6448
30	8584
31	2322
31	3026
31	3196
31	3401
31	5853
31	6075
31	6177
31	6339
31	6449
31	8585
32	2323
32	3027
32	3197
32	3402
32	5854
32	6076
32	6178
32	6340
32	6450
32	8586
33	2324
33	3028
33	3198
33	3403
33	5855
33	6077
33	6179
33	6341
33	6451
33	8587
34	2325
34	3029
34	3199
34	3404
34	5856
34	6078
34	6180
34	6342
34	6452
34	8588
35	2326
35	3030
35	3200
35	3405
35	5857
35	6079
35	6181
35	6343
35	6453
35	8589
36	2327
36	3031
36	3201
36	3406
36	5858
36	6080
36	6182
36	6344
36	6454
36	8590
37	2328
37	3032
37	3202
37	3407
37	5859
37	6081
37	6183
37	6345
37	6455
37	8591
38	2329
38	3033
38	3203
38	3408
38	5860
38	6082
38	6184
38	6346
38	6456
38	8592
39	2330
39	3034
39	3204
39	3409
39	5861
39	6083
39	6185
39	6347
39	6457
39	8593
40	2331
40	3035
40	3205
40	3410
40	5862
40	6084
40	6186
40	6348
40	6458
40	8594
41	2332
41	3036
41	3206
41	3411
41	5863
41	6085
41	6187
41	6349
41	6459
41	8595
42	2333
42	3037
42	3207
42	3412
42	5864
42	6086
42	6188
42	6350
42	6460
42	8596
43	2334
43	3038
43	3208
43	3413
43	5865
43	6087
43	6189
43	6351
43	6461
43	8597
44	2335
44	3039
44	3209
44	3414
44	5866
44	6088
44	6190
44	6352
44	6462
44	8598
45	2336
45	3040
45	3210
45	3415
45	5867
45	6089
45	6191
45	6353
45	6463
45	8599
46	2337
46	3041
46	3211
46	3416
46	5868
46	6090
46	6192
46	6354
46	6464
46	8600
47	2338
47	3042
47	3212
47	3417
47	5869
47	6091
47	6193
47	6355
47	6465
47	8601
48	2339
48	3043
48	3213
48	3418
48	5870
48	6092
48	6194
48	6356
48	6466
48	8602
49	2340
49	3044
49	3214
49	3419
49	5871
49	6093
49	6195
49	6357
49	6467
49	8603
50	2341
50	3045
50	3215
50	3420
50	5872
50	6094
50	6196
50	6358
50	6468
50	8604
51	2342
51	3046
51	3216
51	3421
51	5873
51	6095
51	6197
51	6359
51	6469
51	8605
52	2343
52	3047
52	3217
52	3422
52	5874
52	6096
52	6198
52	6360
52	6470
52	8606
53	2344
53	3048
53	3218
53	3423
53	5875
53	6097
53	6199
53	6361
53	6471
53	8607
54	2345
54	3049
54	3219
54	3424
54	5876
54	6098
54	6200
54	6362
54	6472
54	8608
55	2346
55	3050
55	3220
55	3425
55	5877
55	6099
55	6201
55	6363
55	6473
55	8609
56	2347
56	3051
56	3221
56	3426
56	5878
56	6100
56	6202
56	6364
56	6474
56	8610
57	2348
57	3052
57	3222
57	3427
57	5879
57	6101
57	6203
57	6365
57	6475
57	8611
58	2349
58	3053
58	3223
58	3428
58	5880
58	6102
58	6204
58	6366
58	6476
58	8612
59	2350
59	3054
59	3224
59	3429
59	5881
59	6103
59	6205
59	6367
59	6477
59	8613
60	2351
60	3055
60	3225
60	3430
60	5882
60	6104
60	6206
60	6368
60	6478
60	8614
61	2352
61	3056
61	3226
61	3431
61	5883
61	6105
61	6207
61	6369
61	6479
61	8615
62	2353
62	3057
62	3227
62	3432
62	5884
62	5941
62	6208
62	6370
62	6480
62	8616
63	2354
63	3058
63	3228
63	3433
63	5885
63	5942
63	6209
63	6371
63	6481
63	8617
64	2355
64	3059
64	3229
64	3434
64	5886
64	5943
64	6210
64	6372
64	6482
64	8618
65	2356
65	3060
65	3230
65	3435
65	5887
65	5944
65	6211
65	6373
65	6483
65	8619
66	2357
66	3061
66	3231
66	3436
66	5888
66	5945
66	6212
66	6374
66	6484
66	8620
67	2358
67	3062
67	3232
67	3437
67	5889
67	5946
67	6213
67	6375
67	6485
67	8621
68	2359
68	3063
68	3233
68	3438
68	5890
68	5947
68	6214
68	6376
68	6486
68	8622
69	2360
69	3064
69	3234
69	3439
69	5891
69	5948
69	6215
69	6377
69	6487
69	8623
70	2361
70	3065
70	3235
70	3440
70	5892
